.id,x,pressure,depth,temperature,temp2,sal1,sal2,density1,density2,o1,o2,o3,o4,cdom,fluor1,atten,trans,par,spar,lat,lon,y0,y00,stnname,transect
stnx.4,NA,261.692,259.8,14.3531,14.3517,35.856,35.8563,26.7818,26.7824,2.5182,43.901,2.598,45.29,-0.4918,-0.0691,0.2388,94.2058,1.00E-12,614.28,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,261.893,260,14.34,14.3367,35.8542,35.8551,26.7833,26.7847,2.5202,43.924,2.6013,45.334,-0.4417,-0.0642,0.2388,94.2058,1.00E-12,616.14,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,262.096,260.2,14.3301,14.3275,35.8541,35.8531,26.7852,26.785,2.5215,43.938,2.5972,45.255,-0.4315,-0.0846,0.2381,94.2233,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,262.297,260.4,14.3245,14.3224,35.8536,35.8523,26.7861,26.7856,2.5237,43.972,2.5984,45.27,-0.4315,-0.0789,0.2376,94.2348,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,262.498,260.6,14.319,14.3171,35.8529,35.8507,26.7868,26.7855,2.523,43.953,2.5983,45.263,-0.4315,-0.0789,0.2377,94.2316,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,262.699,260.8,14.3173,14.3161,35.853,35.8509,26.7873,26.7858,2.5237,43.965,2.5981,45.26,-0.4315,-0.0789,0.2373,94.2402,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,262.901,261,14.3102,14.308,35.8511,35.8497,26.7873,26.7867,2.5219,43.926,2.5982,45.252,-0.5163,-0.0789,0.2371,94.2458,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,263.103,261.2,14.3071,14.3011,35.8509,35.8489,26.7878,26.7876,2.5245,43.969,2.5982,45.248,-0.4222,-0.0789,0.2378,94.2298,1.00E-12,616.47,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,263.305,261.4,14.2959,14.2984,35.8468,35.8482,26.787,26.7876,2.5247,43.963,2.598,45.242,-0.4315,-0.0789,0.237,94.2479,1.00E-12,615.94,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,263.506,261.6,14.2848,14.2928,35.8463,35.8474,26.789,26.7882,2.5252,43.961,2.5979,45.234,-0.5499,-0.0789,0.2366,94.2566,1.00E-12,614.4,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,263.707,261.8,14.2781,14.2806,35.8458,35.8461,26.7901,26.7898,2.5274,43.993,2.5983,45.229,-0.5622,-0.0789,0.2366,94.2574,1.00E-12,613.22,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,263.909,262,14.2734,14.2725,35.8464,35.844,26.7915,26.7899,2.5233,43.917,2.5974,45.206,-0.5893,-0.0789,0.2366,94.2574,1.00E-12,610.69,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,264.111,262.2,14.2687,14.2684,35.8447,35.843,26.7913,26.7901,2.5225,43.899,2.598,45.213,-0.564,-0.0789,0.2366,94.2574,1.00E-12,607.89,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,264.312,262.4,14.261,14.2591,35.8435,35.8409,26.792,26.7904,2.5187,43.826,2.5956,45.161,-0.5968,-0.0789,0.2367,94.254,1.00E-12,604.3,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,264.514,262.6,14.2514,14.2514,35.8416,35.8394,26.7926,26.7909,2.5183,43.81,2.5934,45.117,-0.6138,-0.0728,0.2373,94.2399,1.00E-12,597.49,27.3328,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,264.716,262.8,14.242,14.2474,35.84,35.8378,26.7933,26.7905,2.51,43.657,2.5848,44.963,-0.6602,-0.0623,0.2374,94.2386,1.00E-12,581.41,27.33282,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,264.917,263,14.2384,14.2374,35.8388,35.8352,26.7932,26.7906,2.5036,43.542,2.5831,44.922,-0.565,-0.0403,0.2371,94.2461,1.00E-12,598.48,27.33282,-95.00306,0,0,GOMECC-3,tran1
stnx.4,NA,265.119,263.2,14.237,14.2333,35.8384,35.8345,26.7932,26.791,2.5059,43.58,2.5808,44.879,-0.5953,-0.0472,0.2377,94.2313,1.00E-12,607.89,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,265.32,263.4,14.2316,14.2296,35.8366,35.834,26.793,26.7913,2.5087,43.623,2.5814,44.886,-0.5948,-0.0471,0.2377,94.2316,1.00E-12,612.87,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,265.522,263.6,14.227,14.2259,35.8367,35.8333,26.794,26.7916,2.5112,43.664,2.5831,44.912,-0.5871,-0.0772,0.2382,94.2194,1.00E-12,617.17,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,265.723,263.8,14.2256,14.2233,35.8364,35.8328,26.7941,26.7918,2.5135,43.701,2.5827,44.903,-0.4629,-0.0725,0.2386,94.2114,1.00E-12,619.69,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,265.925,264,14.2225,14.2214,35.8357,35.8323,26.7942,26.7919,2.5136,43.702,2.5804,44.86,-0.4328,-0.0786,0.2385,94.2122,1.00E-12,622.21,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,266.127,264.2,14.2179,14.2167,35.8349,35.8317,26.7946,26.7923,2.512,43.669,2.5837,44.914,-0.4873,-0.0789,0.2375,94.237,1.00E-12,624.12,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,266.328,264.4,14.2166,14.2157,35.8351,35.8314,26.7951,26.7924,2.5124,43.674,2.5831,44.901,-0.4565,-0.0721,0.2384,94.2151,1.00E-12,624.92,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,266.53,264.6,14.2157,14.2146,35.8351,35.8314,26.7953,26.7926,2.5105,43.641,2.5815,44.873,-0.4328,-0.0685,0.2388,94.2063,1.00E-12,624.85,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,266.732,264.8,14.2135,14.2125,35.8348,35.831,26.7955,26.7927,2.5072,43.581,2.5818,44.877,-0.4315,-0.0851,0.2388,94.2058,1.00E-12,624.85,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,266.933,265,14.2101,14.2093,35.8334,35.8307,26.7951,26.7932,2.5111,43.647,2.5824,44.884,-0.5029,-0.0702,0.2388,94.2058,1.00E-12,624.85,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,267.135,265.2,14.2039,14.2029,35.8323,35.8298,26.7956,26.7939,2.5098,43.617,2.5826,44.881,-0.4288,-0.0544,0.2379,94.226,1.00E-12,624.85,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,267.336,265.4,14.198,14.1969,35.8314,35.8292,26.7962,26.7947,2.5057,43.541,2.583,44.882,-0.4315,-0.0705,0.2388,94.2064,1.00E-12,624.04,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,267.538,265.6,14.1928,14.1919,35.831,35.8287,26.7969,26.7954,2.5036,43.5,2.5836,44.887,-0.4315,-0.0783,0.2388,94.2058,1.00E-12,623.23,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,267.739,265.8,14.184,14.1835,35.8294,35.8275,26.7977,26.7963,2.5063,43.538,2.5846,44.899,-0.4315,-0.0789,0.2388,94.2058,1.00E-12,621.65,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,267.941,266,14.1742,14.1734,35.8275,35.8264,26.7982,26.7976,2.5043,43.495,2.5843,44.883,-0.4562,-0.0789,0.2384,94.2156,1.00E-12,619.93,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,268.142,266.2,14.1572,14.1572,35.8244,35.8239,26.7995,26.7991,2.5051,43.492,2.5831,44.847,-0.4576,-0.0723,0.2386,94.2107,1.00E-12,617.73,27.33282,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,268.344,266.4,14.1228,14.1286,35.8175,35.8208,26.8015,26.8028,2.5074,43.5,2.5843,44.842,-0.6139,-0.0792,0.2388,94.2055,1.00E-12,615.81,27.33284,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,268.546,266.6,14.093,14.0932,35.8169,35.8169,26.8073,26.8073,2.509,43.502,2.5854,44.827,-0.6186,-0.0695,0.2388,94.2058,1.00E-12,614.52,27.33284,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,268.747,266.8,14.0777,14.077,35.8163,35.8142,26.8101,26.8086,2.5086,43.482,2.5845,44.795,-0.5786,-0.0749,0.2378,94.2283,1.00E-12,613.12,27.33284,-95.00308,0,0,GOMECC-3,tran1
stnx.4,NA,268.949,267,14.0711,14.0697,35.8158,35.8125,26.8112,26.8089,2.5071,43.451,2.581,44.729,-0.5463,-0.071,0.2377,94.2316,1.00E-12,614.57,27.33284,-95.00309,0,0,GOMECC-3,tran1
stnx.4,NA,269.15,267.2,14.065,14.0626,35.8148,35.8117,26.8116,26.8098,2.5069,43.441,2.5804,44.712,-0.4384,-0.0795,0.2378,94.2285,1.00E-12,617.22,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,269.352,267.4,14.0613,14.0592,35.814,35.8108,26.8119,26.8098,2.5058,43.418,2.5782,44.67,-0.4638,-0.0789,0.2377,94.2315,1.00E-12,619.57,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,269.554,267.6,14.0541,14.0548,35.8114,35.8097,26.8114,26.8099,2.5058,43.411,2.5773,44.651,-0.4732,-0.0789,0.2379,94.228,1.00E-12,621.18,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,269.755,267.8,14.0449,14.0462,35.8096,35.8082,26.8119,26.8105,2.5085,43.45,2.578,44.653,-0.5487,-0.0735,0.2385,94.2135,1.00E-12,620.08,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,269.957,268,14.0339,14.0332,35.8072,35.8054,26.8125,26.8112,2.5094,43.454,2.5799,44.674,-0.616,-0.0804,0.2389,94.2046,1.00E-12,624.66,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,270.159,268.2,14.028,14.027,35.807,35.8043,26.8135,26.8116,2.5098,43.457,2.5818,44.702,-0.5822,-0.0789,0.2376,94.2337,1.00E-12,624.94,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,270.36,268.4,14.0266,14.0247,35.8077,35.8037,26.8143,26.8116,2.5095,43.451,2.5831,44.723,-0.5882,-0.0789,0.2388,94.2064,1.00E-12,624.85,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,270.562,268.6,14.0252,14.0247,35.8066,35.8033,26.8138,26.8113,2.5056,43.381,2.5803,44.674,-0.5883,-0.0721,0.2381,94.2223,1.00E-12,624.85,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,270.763,268.8,14.025,14.0234,35.8069,35.8029,26.8141,26.8114,2.5056,43.382,2.5795,44.657,-0.5585,-0.0725,0.2376,94.2331,1.00E-12,624.85,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,270.965,269,14.0244,14.024,35.8064,35.8026,26.8138,26.811,2.501,43.301,2.5796,44.661,-0.6131,-0.075,0.2391,94.1982,1.00E-12,624.63,27.33284,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,271.167,269.2,14.0243,14.0233,35.8063,35.8026,26.8138,26.8111,2.4976,43.242,2.5792,44.652,-0.5995,-0.0744,0.24,94.1763,1.00E-12,623.16,27.33285,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,271.368,269.4,14.0241,14.0212,35.806,35.8015,26.8136,26.8107,2.4969,43.23,2.5751,44.58,-0.6221,-0.0799,0.2376,94.2344,1.00E-12,624.92,27.33286,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,271.57,269.6,14.0244,14.0226,35.8053,35.8018,26.813,26.8106,2.5,43.284,2.5708,44.506,-0.5681,-0.074,0.2402,94.1729,1.00E-12,626.92,27.33286,-95.0031,0,0,GOMECC-3,tran1
stnx.4,NA,271.771,269.8,14.0227,14.0216,35.805,35.8011,26.8131,26.8103,2.5001,43.283,2.5683,44.463,-0.5997,-0.0744,0.2378,94.2282,1.00E-12,632.67,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,271.973,270,14.0223,14.0192,35.8045,35.8009,26.8128,26.8107,2.4997,43.277,2.5693,44.477,-0.595,-0.0711,0.2377,94.2314,1.00E-12,638.22,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,272.174,270.2,14.0198,14.0179,35.8042,35.8002,26.8132,26.8105,2.4965,43.219,2.5702,44.492,-0.6174,-0.0742,0.2377,94.2316,1.00E-12,641.96,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,272.376,270.4,14.0182,14.0162,35.8032,35.7996,26.8127,26.8104,2.4934,43.162,2.5704,44.494,-0.6522,-0.0793,0.2377,94.2316,1.00E-12,644.61,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,272.578,270.6,14.0142,14.0133,35.8024,35.799,26.8129,26.8105,2.4953,43.192,2.5692,44.47,-0.6142,-0.0789,0.2377,94.2316,1.00E-12,646.37,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,272.779,270.8,14.0059,14.0055,35.7991,35.7981,26.812,26.8114,2.4979,43.229,2.5702,44.479,-0.4142,-0.0789,0.2377,94.2316,1.00E-12,648.5,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,272.981,271,13.9861,13.9835,35.7958,35.7963,26.8138,26.8147,2.5012,43.268,2.5723,44.495,-0.4315,-0.0708,0.2377,94.2316,1.00E-12,648.3,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,273.182,271.2,13.9624,13.9609,35.7929,35.7933,26.8166,26.8171,2.5017,43.256,2.5749,44.52,-0.4605,-0.0798,0.2377,94.2316,1.00E-12,648.3,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,273.384,271.4,13.9349,13.9338,35.7885,35.7913,26.8189,26.8213,2.5048,43.283,2.5787,44.56,-0.4317,-0.0726,0.2377,94.2316,1.00E-12,648.3,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,273.586,271.6,13.9035,13.8985,35.7857,35.7879,26.8234,26.8261,2.5052,43.263,2.5808,44.565,-0.4315,-0.081,0.2377,94.2316,1.00E-12,648.3,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,273.787,271.8,13.8934,13.8904,35.7875,35.7863,26.8269,26.8266,2.5066,43.277,2.5837,44.606,-0.4572,-0.0789,0.2388,94.2063,1.00E-12,646.99,27.33286,-95.00312,0,0,GOMECC-3,tran1
stnx.4,NA,273.989,272,13.8863,13.8857,35.7882,35.7853,26.8289,26.8268,2.5077,43.291,2.5855,44.632,-0.5627,-0.0789,0.2388,94.2058,1.00E-12,645.5,27.33287,-95.00313,0,0,GOMECC-3,tran1
stnx.4,NA,274.191,272.2,13.8801,13.8806,35.7855,35.7845,26.8282,26.8273,2.5072,43.276,2.5841,44.604,-0.5959,-0.0789,0.2382,94.2191,1.00E-12,644.07,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,274.392,272.4,13.8693,13.8689,35.7836,35.7828,26.829,26.8284,2.5075,43.272,2.5852,44.612,-0.5833,-0.0733,0.2377,94.2324,1.00E-12,642.93,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,274.594,272.6,13.8504,13.8516,35.7786,35.7797,26.8291,26.8297,2.5058,43.224,2.5839,44.573,-0.5592,-0.0796,0.2377,94.2316,1.00E-12,641.41,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,274.795,272.8,13.8294,13.8283,35.7773,35.7771,26.8325,26.8325,2.5055,43.201,2.58,44.484,-0.5881,-0.0726,0.2384,94.2162,1.00E-12,641.6,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,274.997,273,13.817,13.8157,35.777,35.7749,26.8348,26.8335,2.5034,43.154,2.5767,44.415,-0.4489,-0.0749,0.2378,94.2283,1.00E-12,640.56,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,275.199,273.2,13.8111,13.8085,35.7759,35.7729,26.8353,26.8334,2.5034,43.148,2.5754,44.385,-0.474,-0.0787,0.2377,94.2315,1.00E-12,641.56,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,275.4,273.4,13.8076,13.8056,35.7757,35.7722,26.8358,26.8335,2.4998,43.083,2.5749,44.374,-0.4751,-0.0789,0.2377,94.2316,1.00E-12,642.18,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,275.602,273.6,13.8059,13.8044,35.7753,35.7716,26.8359,26.8333,2.4979,43.048,2.5735,44.35,-0.4838,-0.0789,0.2381,94.2213,1.00E-12,643.61,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,275.803,273.8,13.8045,13.8033,35.7751,35.7711,26.836,26.8332,2.4979,43.047,2.5718,44.318,-0.4588,-0.0728,0.2379,94.2262,1.00E-12,645.21,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,276.005,274,13.8026,13.8014,35.7742,35.7707,26.8357,26.8332,2.4955,43.004,2.5719,44.319,-0.7254,-0.0786,0.2368,94.252,1.00E-12,647.65,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,276.206,274.2,13.8011,13.7999,35.774,35.7698,26.8359,26.8328,2.494,42.977,2.5726,44.329,-0.7444,-0.0789,0.2368,94.2523,1.00E-12,649.49,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,276.407,274.4,13.7997,13.7995,35.7729,35.7695,26.8353,26.8328,2.4932,42.961,2.5717,44.314,-0.6735,-0.0789,0.2365,94.2593,1.00E-12,651.93,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,276.61,274.6,13.7969,13.795,35.7721,35.7686,26.8353,26.833,2.4923,42.944,2.5678,44.242,-0.6755,-0.0768,0.2367,94.254,1.00E-12,654.56,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,276.811,274.8,13.7914,13.7948,35.7708,35.7674,26.8354,26.8321,2.4923,42.938,2.5575,44.063,-0.6339,-0.0766,0.2363,94.2636,1.00E-12,658.84,27.33288,-95.00314,0,0,GOMECC-3,tran1
stnx.4,NA,277.013,275,13.7871,13.7885,35.7697,35.7667,26.8355,26.8329,2.4934,42.952,2.5518,43.959,-0.7162,-0.0789,0.2363,94.2644,1.00E-12,661.68,27.33289,-95.00315,0,0,GOMECC-3,tran1
stnx.4,NA,277.215,275.2,13.7796,13.776,35.7678,35.7653,26.8356,26.8344,2.4928,42.935,2.5519,43.95,-0.7328,-0.0756,0.2356,94.2814,1.00E-12,663.29,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,277.415,275.4,13.7648,13.7632,35.765,35.7639,26.8366,26.8361,2.4971,42.997,2.5542,43.976,-0.6824,-0.0797,0.2355,94.2838,1.00E-12,663.42,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,277.617,275.6,13.7449,13.7446,35.7635,35.7627,26.8395,26.839,2.4885,42.831,2.5577,44.021,-0.7393,-0.0732,0.2367,94.2557,1.00E-12,664.27,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,277.82,275.8,13.731,13.7309,35.7635,35.7614,26.8424,26.8409,2.4833,42.728,2.5612,44.069,-0.7215,-0.07,0.2366,94.2574,1.00E-12,665.35,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,278.021,276,13.7282,13.7263,35.7626,35.7601,26.8424,26.8408,2.4816,42.696,2.5615,44.069,-0.6681,-0.0798,0.2364,94.2615,1.00E-12,666.39,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,278.222,276.2,13.7209,13.7192,35.7605,35.7588,26.8422,26.8413,2.48,42.662,2.5598,44.034,-0.6158,-0.0789,0.2356,94.2799,1.00E-12,666.66,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,278.424,276.4,13.7133,13.7106,35.7593,35.7568,26.8429,26.8416,2.4801,42.657,2.5596,44.022,-0.5588,-0.0703,0.2355,94.2831,1.00E-12,668.53,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,278.625,276.6,13.7101,13.7094,35.7592,35.7564,26.8435,26.8415,2.4769,42.599,2.5597,44.023,-0.6269,-0.0788,0.236,94.2704,1.00E-12,668.4,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,278.827,276.8,13.7089,13.7067,35.7593,35.7556,26.8438,26.8415,2.4797,42.646,2.56,44.026,-0.5659,-0.0689,0.2362,94.2662,1.00E-12,669.98,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,279.029,277,13.7085,13.7065,35.7594,35.7553,26.844,26.8412,2.4788,42.632,2.5598,44.021,-0.5927,-0.0782,0.2361,94.27,1.00E-12,670.08,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,279.23,277.2,13.7078,13.7049,35.7592,35.7552,26.844,26.8415,2.4786,42.627,2.5597,44.018,-0.6045,-0.0789,0.2356,94.2817,1.00E-12,670.08,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,279.432,277.4,13.705,13.7023,35.7574,35.7546,26.8432,26.8416,2.4796,42.641,2.5598,44.018,-0.6057,-0.0789,0.2358,94.2757,1.00E-12,670.08,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,279.633,277.6,13.7012,13.6992,35.7559,35.754,26.8428,26.8418,2.4783,42.616,2.5602,44.021,-0.643,-0.0789,0.2365,94.2599,1.00E-12,670.08,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,279.836,277.8,13.6967,13.6954,35.7546,35.7539,26.8428,26.8425,2.4831,42.692,2.5606,44.025,-0.5261,-0.0789,0.2366,94.2574,1.00E-12,670.08,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,280.037,278,13.6943,13.6928,35.7557,35.7525,26.8441,26.842,2.4833,42.694,2.5595,44.003,-0.5622,-0.0704,0.2366,94.2574,1.00E-12,668.73,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,280.238,278.2,13.6914,13.6907,35.7547,35.752,26.844,26.842,2.481,42.653,2.5568,43.953,-0.5974,-0.0795,0.2369,94.2504,1.00E-12,667.92,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,280.44,278.4,13.6887,13.6872,35.7542,35.7514,26.8441,26.8423,2.4813,42.655,2.5585,43.981,-0.5661,-0.0789,0.2361,94.268,1.00E-12,666.63,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,280.642,278.6,13.6871,13.6855,35.7541,35.7506,26.8444,26.842,2.481,42.649,2.5583,43.977,-0.5622,-0.0789,0.2355,94.2821,1.00E-12,665.16,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,280.843,278.8,13.684,13.6829,35.7532,35.7497,26.8444,26.8419,2.4782,42.598,2.5561,43.935,-0.6575,-0.0789,0.2363,94.2644,1.00E-12,663.59,27.3329,-95.00316,0,0,GOMECC-3,tran1
stnx.4,NA,281.046,279,13.676,13.6778,35.751,35.7476,26.8444,26.8414,2.4684,42.421,2.5468,43.769,-0.7305,-0.0724,0.2365,94.2605,1.00E-12,664.79,27.33293,-95.00317,0,0,GOMECC-3,tran1
stnx.4,NA,281.246,279.2,13.6677,13.6626,35.7483,35.7454,26.844,26.8428,2.4758,42.54,2.5516,43.838,-0.7111,-0.0799,0.2353,94.2874,1.00E-12,676.91,27.33292,-95.00318,0,0,GOMECC-3,tran1
stnx.4,NA,281.448,279.4,13.6575,13.6555,35.7476,35.7453,26.8455,26.8442,2.4768,42.549,2.5492,43.79,-0.5837,-0.0789,0.2355,94.2831,1.00E-12,678.34,27.33292,-95.00318,0,0,GOMECC-3,tran1
stnx.4,NA,281.65,279.6,13.6512,13.6505,35.7477,35.745,26.847,26.845,2.4754,42.52,2.5497,43.794,-0.6438,-0.0721,0.2364,94.2611,1.00E-12,680.28,27.33292,-95.00318,0,0,GOMECC-3,tran1
stnx.4,NA,281.851,279.8,13.6462,13.6452,35.7471,35.7445,26.8476,26.8457,2.4766,42.537,2.5499,43.794,-0.5937,-0.0791,0.2355,94.2836,1.00E-12,682.28,27.33292,-95.00318,0,0,GOMECC-3,tran1
stnx.4,NA,282.053,280,13.6399,13.6382,35.7464,35.7439,26.8483,26.8468,2.4777,42.55,2.5499,43.787,-0.5887,-0.0789,0.2367,94.2543,1.00E-12,683.71,27.33292,-95.00318,0,0,GOMECC-3,tran1
stnx.4,NA,282.255,280.2,13.6343,13.633,35.7456,35.7433,26.8489,26.8474,2.4767,42.528,2.55,43.785,-0.5658,-0.0789,0.2363,94.2641,1.00E-12,684.98,27.33292,-95.00319,0,0,GOMECC-3,tran1
stnx.4,NA,282.456,280.4,13.6291,13.6285,35.7453,35.7428,26.8496,26.8479,2.4736,42.469,2.5485,43.754,-0.6664,-0.0662,0.2354,94.2865,1.00E-12,685.16,27.33292,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,282.658,280.6,13.6238,13.6234,35.7443,35.7419,26.8501,26.8483,2.477,42.523,2.5487,43.754,-0.608,-0.0733,0.2355,94.2831,1.00E-12,686.35,27.33292,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,282.859,280.8,13.6194,13.6186,35.7439,35.7413,26.8507,26.8488,2.4753,42.489,2.5474,43.726,-0.6144,-0.0725,0.2353,94.2883,1.00E-12,686.83,27.33292,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,283.061,281,13.6159,13.6155,35.7437,35.7404,26.8512,26.8488,2.4747,42.476,2.5471,43.717,-0.5878,-0.0781,0.235,94.295,1.00E-12,686.83,27.33292,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,283.263,281.2,13.6101,13.6099,35.7425,35.7399,26.8515,26.8495,2.4747,42.472,2.5482,43.731,-0.5812,-0.0748,0.2347,94.301,1.00E-12,686.4,27.33293,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,283.464,281.4,13.6028,13.6017,35.7421,35.7388,26.8527,26.8505,2.4724,42.426,2.5488,43.735,-0.6399,-0.0793,0.2354,94.2845,1.00E-12,685.05,27.33294,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,283.665,281.6,13.5969,13.594,35.7408,35.7377,26.853,26.8512,2.4694,42.368,2.5522,43.785,-0.5752,-0.0764,0.2348,94.2984,1.00E-12,683.08,27.33294,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,283.867,281.8,13.5905,13.593,35.7394,35.7372,26.8532,26.851,2.4694,42.362,2.5555,43.841,-0.7001,-0.0756,0.2346,94.3043,1.00E-12,686.88,27.33294,-95.0032,0,0,GOMECC-3,tran1
stnx.4,NA,284.069,282,13.5829,13.5805,35.7377,35.7352,26.8535,26.852,2.4712,42.386,2.5516,43.762,-0.7099,-0.079,0.2355,94.2822,1.00E-12,690.56,27.33294,-95.0032,0,0,GOMECC-3,tran1
