"","Cruise","depth","sal","temp","dissolvedO","dO_percent","id"
"997","RP1",14.4,36.3315,26.8972,4.3628,95.779,"GOMECC-3"
"998","RP1",14.6,36.3262,26.9157,4.3844,96.28,"GOMECC-3"
"999","RP1",14.8,36.3265,26.9151,4.3608,95.759,"GOMECC-3"
"1000","RP1",15,36.3277,26.9099,4.3345,95.175,"GOMECC-3"
"1001","RP1",15.2,36.3294,26.9059,4.3167,94.78,"GOMECC-3"
"1002","RP1",15.4,36.331,26.9046,4.3591,95.708,"GOMECC-3"
"1003","RP1",15.6,36.3313,26.9037,4.3306,95.082,"GOMECC-3"
"1004","RP1",15.8,36.3314,26.9002,4.292,94.23,"GOMECC-3"
"1005","RP1",16,36.3335,26.8961,4.3546,95.597,"GOMECC-3"
"1006","RP1",16.2,36.3336,26.8946,4.3744,96.031,"GOMECC-3"
"1007","RP1",16.4,36.3341,26.8928,4.3396,95.264,"GOMECC-3"
"1008","RP1",16.6,36.3359,26.8865,4.3643,95.797,"GOMECC-3"
"1009","RP1",16.8,36.3361,26.8857,4.392,96.405,"GOMECC-3"
"1010","RP1",17,36.3397,26.8766,4.3841,96.219,"GOMECC-3"
"1011","RP1",17.2,36.3387,26.8796,4.3912,96.378,"GOMECC-3"
"1012","RP1",17.4,36.3383,26.879,4.3824,96.184,"GOMECC-3"
"1013","RP1",17.6,36.3384,26.8796,4.3668,95.843,"GOMECC-3"
"1014","RP1",17.8,36.3386,26.8802,4.3469,95.407,"GOMECC-3"
"1015","RP1",18,36.3371,26.8685,4.3262,94.933,"GOMECC-3"
"1016","RP1",18.2,36.3476,26.8389,4.3348,95.082,"GOMECC-3"
"1017","RP1",18.4,36.355,26.821,4.2898,94.07,"GOMECC-3"
"1018","RP1",18.6,36.355,26.8204,4.2096,92.309,"GOMECC-3"
"1019","RP1",18.8,36.3553,26.8181,4.0686,89.215,"GOMECC-3"
"1020","RP1",19,36.3535,26.8147,3.9472,86.546,"GOMECC-3"
"1021","RP1",19.2,36.3552,26.8058,4.1773,91.581,"GOMECC-3"
"1022","RP1",19.4,36.3602,26.7948,4.3597,95.563,"GOMECC-3"
"1023","RP1",19.6,36.3594,26.7948,4.2591,93.358,"GOMECC-3"
"1024","RP1",19.8,36.3593,26.7962,4.1382,90.711,"GOMECC-3"
"1025","RP1",20,36.3579,26.7932,3.9928,87.517,"GOMECC-3"
"1026","RP1",20.2,36.3568,26.7897,3.9032,85.548,"GOMECC-3"
"1027","RP1",20.6,36.3338,26.7864,4.1552,91.091,"GOMECC-3"
"1028","RP1",20.8,36.3543,26.8089,3.985,87.368,"GOMECC-3"
"1029","RP1",21,36.3621,26.7619,4.2639,93.412,"GOMECC-3"
"1030","RP1",21.2,36.368,26.7369,4.3957,96.264,"GOMECC-3"
"1031","RP1",21.4,36.3694,26.7315,4.372,95.738,"GOMECC-3"
"1032","RP1",21.6,36.3691,26.7299,4.3373,94.976,"GOMECC-3"
"1033","RP1",21.8,36.3695,26.7305,4.3105,94.39,"GOMECC-3"
"1034","RP1",22,36.3673,26.7288,4.3437,95.112,"GOMECC-3"
"1035","RP1",22.2,36.3696,26.7303,4.3749,95.8,"GOMECC-3"
"1036","RP1",22.4,36.3697,26.7309,4.3489,95.232,"GOMECC-3"
"1037","RP1",22.6,36.3699,26.7308,4.3236,94.677,"GOMECC-3"
"1038","RP1",22.8,36.3674,26.7229,4.288,93.884,"GOMECC-3"
"1039","RP1",23,36.3701,26.7089,4.2414,92.844,"GOMECC-3"
"1040","RP1",23.2,36.3737,26.69,4.2267,92.495,"GOMECC-3"
"1041","RP1",23.4,36.3816,26.6785,4.1766,91.386,"GOMECC-3"
"1042","RP1",23.6,36.3791,26.6762,4.0877,89.435,"GOMECC-3"
"1043","RP1",23.8,36.373,26.6789,3.9935,87.375,"GOMECC-3"
"1044","RP1",24,36.3709,26.6777,3.9134,85.618,"GOMECC-3"
"1045","RP1",24.2,36.3724,26.6705,3.8309,83.805,"GOMECC-3"
"1046","RP1",24.4,36.3715,26.6691,3.7959,83.037,"GOMECC-3"
"1047","RP1",24.6,36.3708,26.6681,3.7581,82.208,"GOMECC-3"
"1048","RP1",24.8,36.3727,26.6501,4.0161,87.828,"GOMECC-3"
"1049","RP1",25,36.3732,26.6442,3.9539,86.458,"GOMECC-3"
"1050","RP1",25.2,36.3717,26.6416,3.8085,83.275,"GOMECC-3"
"1051","RP1",25.4,36.3701,26.6363,3.7012,80.921,"GOMECC-3"
"1052","RP1",25.6,36.3667,26.6323,3.6591,79.992,"GOMECC-3"
"1053","RP1",25.8,36.3668,26.6234,4.2685,93.302,"GOMECC-3"
"1054","RP1",26,36.3671,26.6212,4.3653,95.415,"GOMECC-3"
"1055","RP1",26.2,36.367,26.6212,4.338,94.819,"GOMECC-3"
"1056","RP1",26.4,36.3669,26.6205,4.3103,94.212,"GOMECC-3"
"1057","RP1",26.6,36.3662,26.6185,4.2831,93.613,"GOMECC-3"
"1058","RP1",26.8,36.3655,26.616,4.3178,94.368,"GOMECC-3"
"1059","RP1",27,36.3656,26.6159,4.3612,95.316,"GOMECC-3"
"1060","RP1",27.2,36.3654,26.6144,4.3343,94.726,"GOMECC-3"
"1061","RP1",27.4,36.3653,26.6133,4.3095,94.183,"GOMECC-3"
"1062","RP1",27.6,36.3649,26.6124,4.2846,93.636,"GOMECC-3"
"1063","RP1",27.8,36.3646,26.6118,4.2739,93.401,"GOMECC-3"
"1064","RP1",28,36.3644,26.6113,4.2951,93.864,"GOMECC-3"
"1065","RP1",28.2,36.3641,26.6099,4.2472,92.814,"GOMECC-3"
"1066","RP1",28.4,36.3642,26.6087,4.2088,91.974,"GOMECC-3"
"1067","RP1",28.6,36.3643,26.6094,4.3008,93.986,"GOMECC-3"
"1068","RP1",28.8,36.3642,26.6098,4.2721,93.36,"GOMECC-3"
"1069","RP1",29,36.3642,26.6093,4.1861,91.479,"GOMECC-3"
"1070","RP1",29.2,36.3635,26.6071,4.0737,89.018,"GOMECC-3"
"1071","RP1",29.4,36.3638,26.6083,4.3516,95.094,"GOMECC-3"
"1072","RP1",29.6,36.3639,26.6081,4.3176,94.352,"GOMECC-3"
"1073","RP1",30,36.4144,26.6439,4.1467,90.612,"GOMECC-3"
"1074","RP1",30.2,36.3636,26.6045,4.2914,93.77,"GOMECC-3"
"1075","RP1",30.4,36.364,26.6028,4.3545,95.149,"GOMECC-3"
"1076","RP1",30.6,36.3632,26.6009,4.2713,93.327,"GOMECC-3"
"1077","RP1",30.8,36.3626,26.5991,4.1195,90.008,"GOMECC-3"
"1078","RP1",31.2,36.3519,26.5891,4.3034,94.022,"GOMECC-3"
"1079","RP1",31.4,36.3623,26.5963,4.2721,93.337,"GOMECC-3"
"1080","RP1",31.6,36.3619,26.5951,4.1169,89.945,"GOMECC-3"
"1081","RP1",31.8,36.3611,26.5931,3.936,85.989,"GOMECC-3"
"1082","RP1",32,36.3611,26.5919,4.212,92.015,"GOMECC-3"
"1083","RP1",32.2,36.3615,26.5911,4.3246,94.476,"GOMECC-3"
"1084","RP1",32.4,36.3615,26.5893,4.2629,93.125,"GOMECC-3"
"1085","RP1",32.6,36.3612,26.5881,4.1202,90.005,"GOMECC-3"
"1086","RP1",32.8,36.3612,26.5869,3.9078,85.364,"GOMECC-3"
"1087","RP1",33,36.3608,26.5848,4.1383,90.395,"GOMECC-3"
"1088","RP1",33.2,36.3608,26.5841,4.1891,91.504,"GOMECC-3"
"1089","RP1",33.4,36.3608,26.5841,4.0929,89.402,"GOMECC-3"
"1090","RP1",33.6,36.361,26.584,3.9811,86.961,"GOMECC-3"
"1091","RP1",33.8,36.3603,26.5831,3.7812,82.593,"GOMECC-3"
"1092","RP1",34,36.3602,26.5834,4.0084,87.556,"GOMECC-3"
"1093","RP1",34.2,36.3606,26.5833,4.031,88.051,"GOMECC-3"
"1094","RP1",34.4,36.3608,26.5826,3.9148,85.512,"GOMECC-3"
"1095","RP1",34.6,36.3603,26.5821,3.832,83.701,"GOMECC-3"
"1096","RP1",34.8,36.3597,26.5795,4.1912,91.543,"GOMECC-3"
"1097","RP1",35,36.36,26.5776,4.3344,94.667,"GOMECC-3"
"1098","RP1",35.2,36.3596,26.5769,4.2877,93.646,"GOMECC-3"
"1099","RP1",35.4,36.359,26.5747,4.2957,93.817,"GOMECC-3"
"1100","RP1",35.6,36.3588,26.577,4.3175,94.296,"GOMECC-3"
"1101","RP1",35.8,36.3589,26.5764,4.2546,92.923,"GOMECC-3"
"1102","RP1",36,36.3587,26.5754,4.1485,90.604,"GOMECC-3"
"1103","RP1",36.2,36.3594,26.5739,4.0321,88.059,"GOMECC-3"
"1104","RP1",36.4,36.3583,26.5717,3.8822,84.783,"GOMECC-3"
"1105","RP1",36.6,36.3583,26.5723,3.8562,84.214,"GOMECC-3"
"1106","RP1",36.8,36.3586,26.5711,4.2236,92.237,"GOMECC-3"
"1107","RP1",37,36.3586,26.5704,4.1963,91.641,"GOMECC-3"
"1108","RP1",37.2,36.3585,26.5692,4.0216,87.823,"GOMECC-3"
"1109","RP1",37.4,36.3586,26.568,4.027,87.94,"GOMECC-3"
"1110","RP1",37.6,36.3595,26.5686,4.1798,91.278,"GOMECC-3"
"1111","RP1",37.8,36.3593,26.5685,4.0503,88.45,"GOMECC-3"
"1112","RP1",38,36.3597,26.5681,3.9299,85.818,"GOMECC-3"
"1113","RP1",38.2,36.3597,26.5678,3.8324,83.69,"GOMECC-3"
"1114","RP1",38.4,36.3596,26.5675,3.7627,82.167,"GOMECC-3"
"1115","RP1",38.8,36.3825,26.5845,3.7001,80.8,"GOMECC-3"
"1116","RP1",39,36.3597,26.5654,3.7497,81.881,"GOMECC-3"
"1117","RP1",39.2,36.3601,26.5645,3.699,80.773,"GOMECC-3"
"1118","RP1",39.4,36.3605,26.5641,3.6548,79.807,"GOMECC-3"
"1119","RP1",39.8,36.3148,26.5299,4.1387,90.368,"GOMECC-3"
"1120","RP1",40,36.3572,26.5589,4.1798,91.26,"GOMECC-3"
"1121","RP1",40.2,36.3567,26.556,4.0029,87.394,"GOMECC-3"
"1122","RP1",40.4,36.3567,26.5527,4.2174,92.072,"GOMECC-3"
"1123","RP1",40.6,36.3572,26.5527,4.4904,98.032,"GOMECC-3"
"1124","RP1",40.8,36.3567,26.5524,4.4089,96.254,"GOMECC-3"
"1125","RP1",41,36.3566,26.5517,4.3486,94.934,"GOMECC-3"
"1126","RP1",41.4,36.3608,26.5523,4.2208,92.14,"GOMECC-3"
"1127","RP1",41.6,36.3575,26.5485,4.281,93.456,"GOMECC-3"
"1128","RP1",41.8,36.3578,26.5479,4.1749,91.137,"GOMECC-3"
"1129","RP1",42,36.358,26.5475,4.0714,88.879,"GOMECC-3"
"1130","RP1",42.2,36.3582,26.5472,3.9731,86.731,"GOMECC-3"
"1131","RP1",42.4,36.3584,26.5471,3.9036,85.214,"GOMECC-3"
"1132","RP1",42.6,36.3557,26.5461,3.6458,79.584,"GOMECC-3"
"1133","RP1",42.8,36.3556,26.5424,4.1717,91.06,"GOMECC-3"
"1134","RP1",43,36.356,26.5415,4.202,91.718,"GOMECC-3"
"1135","RP1",43.2,36.356,26.5418,4.239,92.527,"GOMECC-3"
"1136","RP1",43.4,36.3561,26.5422,4.2866,93.567,"GOMECC-3"
"1137","RP1",43.6,36.3554,26.5412,4.3107,94.089,"GOMECC-3"
"1138","RP1",43.8,36.3559,26.5386,4.2973,93.793,"GOMECC-3"
"1139","RP1",44,36.3558,26.5376,4.2185,92.074,"GOMECC-3"
"1140","RP1",44.2,36.355,26.5344,4.069,88.806,"GOMECC-3"
"1141","RP1",44.4,36.3568,26.5331,4.1254,90.034,"GOMECC-3"
"1142","RP1",44.6,36.3597,26.5334,4.1587,90.764,"GOMECC-3"
"1143","RP1",44.8,36.3603,26.532,4.0221,87.78,"GOMECC-3"
"1144","RP1",45,36.3612,26.5306,3.9162,85.467,"GOMECC-3"
"1145","RP1",45.2,36.3595,26.5288,3.8222,83.412,"GOMECC-3"
"1146","RP1",45.6,36.3594,26.5278,3.7984,82.889,"GOMECC-3"
"1147","RP1",45.8,36.3605,26.5263,3.7311,81.421,"GOMECC-3"
"1148","RP1",46,36.3605,26.5259,3.6898,80.52,"GOMECC-3"
"1149","RP1",46.4,36.3438,26.5074,3.7286,81.359,"GOMECC-3"
"1150","RP1",46.6,36.3625,26.5178,3.6853,80.413,"GOMECC-3"
"1151","RP1",46.8,36.3639,26.5157,3.6422,79.468,"GOMECC-3"
"1152","RP1",47,36.3648,26.5147,3.6395,79.409,"GOMECC-3"
"1153","RP1",47.2,36.3604,26.5099,3.951,86.197,"GOMECC-3"
"1154","RP1",47.4,36.3597,26.5076,3.9621,86.436,"GOMECC-3"
"1155","RP1",47.6,36.3604,26.507,3.8576,84.155,"GOMECC-3"
"1156","RP1",47.8,36.361,26.506,3.7657,82.15,"GOMECC-3"
"1157","RP1",48,36.362,26.5049,3.7153,81.048,"GOMECC-3"
"1158","RP1",48.2,36.3629,26.504,3.682,80.322,"GOMECC-3"
"1159","RP1",48.4,36.3536,26.4992,4.2145,91.926,"GOMECC-3"
"1160","RP1",48.6,36.3563,26.4986,4.1682,90.917,"GOMECC-3"
"1161","RP1",48.8,36.3578,26.4974,4.0782,88.951,"GOMECC-3"
"1162","RP1",49,36.3585,26.4966,3.9906,87.041,"GOMECC-3"
"1163","RP1",49.2,36.3591,26.4959,3.9144,85.377,"GOMECC-3"
"1164","RP1",49.4,36.3599,26.4952,3.8594,84.179,"GOMECC-3"
"1165","RP1",49.6,36.3607,26.4941,3.8149,83.206,"GOMECC-3"
"1166","RP1",49.8,36.3609,26.4936,3.809,83.077,"GOMECC-3"
"1167","RP1",50,36.3619,26.4929,3.7969,82.812,"GOMECC-3"
"1168","RP1",50.2,36.3587,26.4895,3.7607,82.016,"GOMECC-3"
"1169","RP1",50.4,36.3599,26.4883,3.7178,81.079,"GOMECC-3"
"1170","RP1",50.6,36.3605,26.4875,3.7024,80.743,"GOMECC-3"
"1171","RP1",50.8,36.3608,26.4866,3.7029,80.755,"GOMECC-3"
"1172","RP1",51,36.3619,26.486,3.7126,80.965,"GOMECC-3"
"1173","RP1",51.2,36.3628,26.4856,3.7202,81.13,"GOMECC-3"
"1174","RP1",51.6,36.3014,26.4401,3.7192,81.108,"GOMECC-3"
"1175","RP1",53.8,36.3797,26.4768,3.7173,81.039,"GOMECC-3"
"1176","RP1",54,36.3665,26.4562,3.6638,79.862,"GOMECC-3"
"1177","RP1",54.2,36.3675,26.4541,3.6497,79.553,"GOMECC-3"
"1178","RP1",54.4,36.3713,26.4507,3.6472,79.494,"GOMECC-3"
"1179","RP1",54.6,36.3768,26.4466,3.6491,79.533,"GOMECC-3"
"1180","RP1",54.8,36.3641,26.4197,4.2424,92.417,"GOMECC-3"
"1181","RP1",55,36.3655,26.4176,4.2299,92.143,"GOMECC-3"
"1182","RP1",55.2,36.3656,26.418,4.1264,89.89,"GOMECC-3"
"1183","RP1",55.4,36.3651,26.4189,4.024,87.658,"GOMECC-3"
"1184","RP1",55.6,36.3641,26.4197,3.9296,85.602,"GOMECC-3"
"1185","RP1",55.8,36.3628,26.4199,3.8638,84.17,"GOMECC-3"
"1186","RP1",56,36.3626,26.4203,3.8176,83.163,"GOMECC-3"
"1187","RP1",56.2,36.3633,26.4201,3.8133,83.071,"GOMECC-3"
"1188","RP1",56.4,36.3599,26.4245,3.9307,85.632,"GOMECC-3"
"1189","RP1",56.6,36.359,26.4262,3.904,85.052,"GOMECC-3"
"1190","RP1",56.8,36.3592,26.4261,3.8409,83.677,"GOMECC-3"
"1191","RP1",57,36.3591,26.4261,3.7869,82.501,"GOMECC-3"
"1192","RP1",57.2,36.3592,26.4263,3.7431,81.547,"GOMECC-3"
"1193","RP1",57.4,36.36,26.4268,3.7111,80.851,"GOMECC-3"
"1194","RP1",57.6,36.3616,26.4271,3.6901,80.396,"GOMECC-3"
"1195","RP1",57.8,36.3621,26.4266,3.6852,80.287,"GOMECC-3"
"1196","RP1",58.4,36.3173,26.3923,3.6833,80.246,"GOMECC-3"
"1197","RP1",58.8,36.3699,26.4398,3.6875,80.339,"GOMECC-3"
"1198","RP1",59,36.3575,26.4308,3.6671,79.896,"GOMECC-3"
"1199","RP1",59.2,36.3578,26.4289,3.6772,80.116,"GOMECC-3"
"1200","RP1",59.4,36.3582,26.4276,3.6974,80.552,"GOMECC-3"
"1201","RP1",59.6,36.3586,26.427,3.7112,80.853,"GOMECC-3"
"1202","RP1",59.8,36.3612,26.4261,3.7402,81.485,"GOMECC-3"
"1203","RP1",61,36.4093,26.4439,3.6594,79.713,"GOMECC-3"
"1204","RP1",61.2,36.376,26.4101,3.6392,79.271,"GOMECC-3"
"1205","RP1",61.4,36.382,26.403,3.6711,79.959,"GOMECC-3"
"1206","RP1",61.8,36.3763,26.3707,3.8072,82.875,"GOMECC-3"
"1207","RP1",62,36.3761,26.3677,3.7682,82.022,"GOMECC-3"
"1208","RP1",62.2,36.3763,26.3666,3.739,81.384,"GOMECC-3"
"1209","RP1",62.4,36.3763,26.3662,3.7306,81.202,"GOMECC-3"
"1210","RP1",62.6,36.3779,26.3659,3.7323,81.239,"GOMECC-3"
"1211","RP1",62.8,36.375,26.3521,3.7985,82.66,"GOMECC-3"
"1212","RP1",63,36.3738,26.3496,3.6979,80.466,"GOMECC-3"
"1213","RP1",63.2,36.3743,26.3494,3.594,78.205,"GOMECC-3"
"1214","RP1",63.4,36.3769,26.3167,3.6979,80.423,"GOMECC-3"
"1215","RP1",63.6,36.3787,26.2584,3.79,82.349,"GOMECC-3"
"1216","RP1",63.8,36.3665,26.1428,3.9656,85.988,"GOMECC-3"
"1217","RP1",64,36.3906,25.9796,4.1723,90.248,"GOMECC-3"
"1218","RP1",64.2,36.3815,25.9752,3.975,85.963,"GOMECC-3"
"1219","RP1",64.4,36.3537,26.1102,4.158,90.109,"GOMECC-3"
"1220","RP1",64.6,36.3879,25.8949,4.1719,90.102,"GOMECC-3"
"1221","RP1",64.8,36.4047,25.8712,4.1095,88.725,"GOMECC-3"
"1222","RP1",65,36.4076,25.8329,3.9847,85.978,"GOMECC-3"
"1223","RP1",65.2,36.3987,25.7825,3.84,82.781,"GOMECC-3"
"1224","RP1",65.4,36.3923,25.7789,3.6232,78.1,"GOMECC-3"
"1225","RP1",65.6,36.4002,25.6331,3.62,77.843,"GOMECC-3"
"1226","RP1",65.8,36.379,25.4608,3.9888,85.526,"GOMECC-3"
"1227","RP1",66,36.3962,25.497,4.1059,88.088,"GOMECC-3"
"1228","RP1",66.2,36.3981,25.4336,4.0375,86.531,"GOMECC-3"
"1229","RP1",66.4,36.3875,25.3243,3.9592,84.691,"GOMECC-3"
"1230","RP1",66.6,36.3744,25.1342,4.0547,86.45,"GOMECC-3"
"1231","RP1",66.8,36.3919,24.8383,4.0436,85.793,"GOMECC-3"
"1232","RP1",67,36.3711,24.9554,4.1494,88.198,"GOMECC-3"
"1233","RP1",67.2,36.4717,25.0072,3.9026,83.073,"GOMECC-3"
"1234","RP1",67.4,36.4792,24.9446,3.7649,80.062,"GOMECC-3"
"1235","RP1",67.6,36.4641,24.9229,3.7478,79.66,"GOMECC-3"
"1236","RP1",67.8,36.4049,24.8289,3.6383,77.184,"GOMECC-3"
"1237","RP1",68.2,36.3694,24.7989,3.5987,76.29,"GOMECC-3"
"1238","RP1",68.4,36.4047,24.5858,4.1476,87.63,"GOMECC-3"
"1239","RP1",68.6,36.395,24.5661,4.046,85.445,"GOMECC-3"
"1240","RP1",68.8,36.397,24.5234,4.0467,85.399,"GOMECC-3"
"1241","RP1",69,36.3964,24.4958,4.0492,85.409,"GOMECC-3"
"1242","RP1",69.2,36.4005,24.4824,4.0198,84.773,"GOMECC-3"
"1243","RP1",69.4,36.4005,24.4783,3.9992,84.334,"GOMECC-3"
"1244","RP1",69.6,36.3995,24.4733,4.016,84.678,"GOMECC-3"
"1245","RP1",69.8,36.3983,24.4713,4.0041,84.424,"GOMECC-3"
"1246","RP1",70,36.3972,24.4707,3.9719,83.744,"GOMECC-3"
"1247","RP1",70.2,36.3967,24.4693,3.9925,84.176,"GOMECC-3"
"1248","RP1",70.4,36.3964,24.469,3.9879,84.08,"GOMECC-3"
"1249","RP1",70.6,36.3968,24.4683,3.9242,82.734,"GOMECC-3"
"1250","RP1",70.8,36.3945,24.4594,3.8386,80.918,"GOMECC-3"
"1251","RP1",71,36.3856,24.375,3.9245,82.603,"GOMECC-3"
"1252","RP1",71.2,36.3822,24.2997,3.9414,82.851,"GOMECC-3"
"1253","RP1",71.4,36.3761,24.2225,3.8776,81.4,"GOMECC-3"
"1254","RP1",71.6,36.3973,24.1356,3.8249,80.183,"GOMECC-3"
"1255","RP1",71.8,36.4419,24.1057,3.8359,80.395,"GOMECC-3"
"1256","RP1",72,36.4476,24.0611,3.7582,78.708,"GOMECC-3"
"1257","RP1",72.2,36.4614,24.0253,3.6639,76.69,"GOMECC-3"
"1258","RP1",72.4,36.4817,24.0015,3.5883,75.088,"GOMECC-3"
"1259","RP1",72.6,36.4952,23.9744,3.4944,73.094,"GOMECC-3"
"1260","RP1",72.8,36.4317,23.9545,3.4114,71.308,"GOMECC-3"
"1261","RP1",73.2,36.446,23.9285,3.7469,78.272,"GOMECC-3"
"1262","RP1",73.4,36.4449,23.908,3.6904,77.084,"GOMECC-3"
"1263","RP1",73.6,36.4483,23.9047,3.5916,75.016,"GOMECC-3"
"1264","RP1",73.8,36.4436,23.9022,3.4967,73.028,"GOMECC-3"
"1265","RP1",74,36.4389,23.9014,3.4692,72.452,"GOMECC-3"
"1266","RP1",74.4,36.4282,23.9003,3.8999,81.421,"GOMECC-3"
"1267","RP1",74.6,36.415,23.8868,3.96,82.671,"GOMECC-3"
"1268","RP1",74.8,36.4168,23.8848,3.8496,80.362,"GOMECC-3"
"1269","RP1",75,36.421,23.8831,3.7521,78.327,"GOMECC-3"
"1270","RP1",75.2,36.42,23.8815,3.6741,76.697,"GOMECC-3"
"1271","RP1",75.4,36.4187,23.8803,3.6265,75.702,"GOMECC-3"
"1272","RP1",75.6,36.4163,23.8788,3.5859,74.85,"GOMECC-3"
"1273","RP1",75.8,36.4017,23.8739,3.9059,81.516,"GOMECC-3"
"1274","RP1",76,36.4046,23.8738,4.1923,87.494,"GOMECC-3"
"1275","RP1",76.2,36.4044,23.8735,4.1557,86.73,"GOMECC-3"
"1276","RP1",76.4,36.4038,23.8732,4.0995,85.557,"GOMECC-3"
"1277","RP1",76.6,36.4027,23.8725,4.0374,84.259,"GOMECC-3"
"1278","RP1",76.8,36.4016,23.8712,4.0174,83.84,"GOMECC-3"
"1279","RP1",77,36.4021,23.8681,4.0557,84.636,"GOMECC-3"
"1280","RP1",77.2,36.4024,23.8656,4.061,84.742,"GOMECC-3"
"1281","RP1",77.4,36.4021,23.8583,4.0472,84.442,"GOMECC-3"
"1282","RP1",77.6,36.4011,23.8399,4.0287,84.03,"GOMECC-3"
"1283","RP1",77.8,36.4022,23.8137,4.0036,83.468,"GOMECC-3"
"1284","RP1",78,36.4042,23.7901,3.9701,82.737,"GOMECC-3"
"1285","RP1",78.2,36.405,23.7707,3.9426,82.139,"GOMECC-3"
"1286","RP1",78.4,36.4044,23.7509,3.9249,81.741,"GOMECC-3"
"1287","RP1",78.6,36.4013,23.721,3.9142,81.475,"GOMECC-3"
"1288","RP1",78.8,36.405,23.6809,3.9317,81.784,"GOMECC-3"
"1289","RP1",79,36.4059,23.6612,3.9227,81.569,"GOMECC-3"
"1290","RP1",79.2,36.4094,23.6404,3.906,81.193,"GOMECC-3"
"1291","RP1",79.4,36.4118,23.6226,3.8865,80.765,"GOMECC-3"
"1292","RP1",79.6,36.4069,23.5874,3.8602,80.167,"GOMECC-3"
"1293","RP1",79.8,36.4013,23.5323,3.8237,79.332,"GOMECC-3"
"1294","RP1",80,36.408,23.4883,3.7684,78.129,"GOMECC-3"
"1295","RP1",80.2,36.4139,23.454,3.7104,76.882,"GOMECC-3"
"1296","RP1",80.4,36.4137,23.4262,3.7708,78.095,"GOMECC-3"
"1297","RP1",80.6,36.4154,23.4182,3.7967,78.621,"GOMECC-3"
"1298","RP1",80.8,36.4136,23.4058,3.733,77.286,"GOMECC-3"
"1299","RP1",81,36.4123,23.3911,3.6321,75.176,"GOMECC-3"
"1300","RP1",81.2,36.4066,23.3543,3.6103,74.674,"GOMECC-3"
"1301","RP1",81.4,36.4125,23.3388,3.8681,79.989,"GOMECC-3"
"1302","RP1",81.6,36.4079,23.3268,3.8058,78.682,"GOMECC-3"
"1303","RP1",81.8,36.4079,23.3099,3.7255,77,"GOMECC-3"
"1304","RP1",82,36.403,23.2206,3.8044,78.506,"GOMECC-3"
"1305","RP1",82.2,36.4077,23.1691,3.8189,78.736,"GOMECC-3"
"1306","RP1",82.4,36.4147,23.1382,3.7899,78.1,"GOMECC-3"
"1307","RP1",82.6,36.4133,23.1196,3.8119,78.528,"GOMECC-3"
"1308","RP1",82.8,36.4119,23.1064,3.8804,79.92,"GOMECC-3"
"1309","RP1",83,36.4075,23.0753,3.8367,78.975,"GOMECC-3"
"1310","RP1",83.2,36.4054,23.0116,3.8166,78.472,"GOMECC-3"
"1311","RP1",83.4,36.414,22.944,3.81,78.248,"GOMECC-3"
"1312","RP1",83.6,36.4139,22.9066,3.803,78.053,"GOMECC-3"
"1313","RP1",83.8,36.4088,22.8478,3.7918,77.741,"GOMECC-3"
"1314","RP1",84,36.4166,22.797,3.7767,77.368,"GOMECC-3"
"1315","RP1",84.2,36.4155,22.7704,3.7601,76.99,"GOMECC-3"
"1316","RP1",84.4,36.419,22.7257,3.7224,76.162,"GOMECC-3"
"1317","RP1",84.6,36.4104,22.7402,3.7096,75.913,"GOMECC-3"
"1318","RP1",84.8,36.4162,22.6876,3.594,73.483,"GOMECC-3"
"1319","RP1",85,36.4127,22.7041,3.6983,75.636,"GOMECC-3"
"1320","RP1",85.2,36.4228,22.6556,3.5622,72.793,"GOMECC-3"
"1321","RP1",85.4,36.4625,22.7416,3.3723,69.038,"GOMECC-3"
"1322","RP1",85.6,36.4559,22.6973,3.3945,69.431,"GOMECC-3"
"1323","RP1",85.8,36.4055,22.5806,3.2874,67.083,"GOMECC-3"
"1324","RP1",86.2,36.5002,22.4822,3.3812,68.885,"GOMECC-3"
"1325","RP1",86.4,36.4672,22.4002,3.3457,68.082,"GOMECC-3"
"1326","RP1",87.2,36.4397,22.3192,3.3214,67.482,"GOMECC-3"
"1327","RP1",87.4,36.4412,22.2882,3.4703,70.469,"GOMECC-3"
"1328","RP1",87.6,36.4403,22.283,3.4801,70.661,"GOMECC-3"
"1329","RP1",87.8,36.4404,22.2745,3.4703,70.45,"GOMECC-3"
"1330","RP1",88,36.4406,22.2649,3.4553,70.134,"GOMECC-3"
"1331","RP1",88.2,36.4419,22.2552,3.4393,69.798,"GOMECC-3"
"1332","RP1",88.4,36.4432,22.2379,3.4135,69.255,"GOMECC-3"
"1333","RP1",88.6,36.4424,22.2171,3.4064,69.084,"GOMECC-3"
"1334","RP1",88.8,36.4428,22.215,3.4172,69.301,"GOMECC-3"
"1335","RP1",89,36.4419,22.204,3.3993,68.924,"GOMECC-3"
"1336","RP1",89.2,36.4404,22.1902,3.3806,68.528,"GOMECC-3"
"1337","RP1",89.4,36.4412,22.1867,3.4124,69.168,"GOMECC-3"
"1338","RP1",89.6,36.4409,22.1803,3.3874,68.653,"GOMECC-3"
"1339","RP1",89.8,36.4407,22.1746,3.3914,68.728,"GOMECC-3"
"1340","RP1",90,36.4389,22.1717,3.3605,68.099,"GOMECC-3"
"1341","RP1",90.2,36.4371,22.1753,3.3052,66.981,"GOMECC-3"
"1342","RP1",90.4,36.4383,22.1697,3.3446,67.772,"GOMECC-3"
