"","Cruise","depth","sal","temp","dissolvedO","dO_percent","id"
"1","RP1",0.4,0.0062,24.5257,3.841,65.852,"GOMECC-1/SEAMAP-B221"
"2","RP1",0.6,0.0075,24.2502,3.8653,65.929,"GOMECC-1/SEAMAP-B221"
"3","RP1",0.8,0.0128,24.4213,3.877,66.342,"GOMECC-1/SEAMAP-B221"
"4","RP1",1,0.0121,26.0324,3.7121,65.451,"GOMECC-1/SEAMAP-B221"
"5","RP1",1.4,18.4612,23.4808,4.9651,92.431,"GOMECC-1/SEAMAP-B221"
"6","RP1",1.6,38.7628,22.9766,4.1034,85.777,"GOMECC-1/SEAMAP-B221"
"7","RP1",1.8,32.8326,23.0573,4.6993,94.72,"GOMECC-1/SEAMAP-B221"
"8","RP1",2,32.8335,23.0565,4.6613,93.953,"GOMECC-1/SEAMAP-B221"
"9","RP1",2.2,32.8734,23.0724,4.6813,94.406,"GOMECC-1/SEAMAP-B221"
"10","RP1",2.4,32.8656,23.0728,4.6756,94.286,"GOMECC-1/SEAMAP-B221"
"11","RP1",2.6,32.8669,23.0732,4.635,93.469,"GOMECC-1/SEAMAP-B221"
"12","RP1",2.8,32.8688,23.0728,4.6846,94.469,"GOMECC-1/SEAMAP-B221"
"13","RP1",3,32.8645,23.0712,4.7001,94.776,"GOMECC-1/SEAMAP-B221"
"14","RP1",3.2,32.8673,23.0692,4.6743,94.256,"GOMECC-1/SEAMAP-B221"
"15","RP1",3.4,32.8653,23.0699,4.6838,94.446,"GOMECC-1/SEAMAP-B221"
"16","RP1",3.6,32.8667,23.069,4.6738,94.244,"GOMECC-1/SEAMAP-B221"
"17","RP1",3.8,32.8651,23.0713,4.6579,93.927,"GOMECC-1/SEAMAP-B221"
"18","RP1",4,32.8732,23.0821,4.6821,94.436,"GOMECC-1/SEAMAP-B221"
"19","RP1",4.2,32.8737,23.0886,4.658,93.961,"GOMECC-1/SEAMAP-B221"
"20","RP1",4.4,32.8819,23.0972,4.6842,94.51,"GOMECC-1/SEAMAP-B221"
"21","RP1",4.6,32.8711,23.0783,4.6764,94.314,"GOMECC-1/SEAMAP-B221"
"22","RP1",4.8,32.8688,23.0722,4.6804,94.383,"GOMECC-1/SEAMAP-B221"
"23","RP1",5,32.8691,23.0723,4.6776,94.328,"GOMECC-1/SEAMAP-B221"
"24","RP1",5.2,32.8729,23.0771,4.6842,94.471,"GOMECC-1/SEAMAP-B221"
"25","RP1",5.4,32.8716,23.0787,4.6834,94.455,"GOMECC-1/SEAMAP-B221"
"26","RP1",5.6,32.8723,23.0764,4.6861,94.507,"GOMECC-1/SEAMAP-B221"
"27","RP1",5.8,32.8735,23.0782,4.6877,94.544,"GOMECC-1/SEAMAP-B221"
"28","RP1",6,32.8736,23.075,4.6727,94.235,"GOMECC-1/SEAMAP-B221"
"29","RP1",6.2,32.8748,23.0768,4.6777,94.339,"GOMECC-1/SEAMAP-B221"
"30","RP1",6.4,32.8754,23.0825,4.6794,94.385,"GOMECC-1/SEAMAP-B221"
"31","RP1",6.6,32.8838,23.0906,4.6927,94.669,"GOMECC-1/SEAMAP-B221"
"32","RP1",6.8,32.883,23.0882,4.6781,94.372,"GOMECC-1/SEAMAP-B221"
"33","RP1",7,32.8974,23.1105,4.6525,93.899,"GOMECC-1/SEAMAP-B221"
"34","RP1",7.2,32.8959,23.1183,4.6368,93.594,"GOMECC-1/SEAMAP-B221"
"35","RP1",7.4,32.8988,23.12,4.6442,93.749,"GOMECC-1/SEAMAP-B221"
"36","RP1",7.6,32.9044,23.1229,4.6308,93.486,"GOMECC-1/SEAMAP-B221"
"37","RP1",7.8,32.9008,23.1253,4.6136,93.142,"GOMECC-1/SEAMAP-B221"
"38","RP1",8,32.9085,23.1276,4.615,93.178,"GOMECC-1/SEAMAP-B221"
"39","RP1",8.2,32.9156,23.1387,4.6485,93.876,"GOMECC-1/SEAMAP-B221"
"40","RP1",8.4,32.9064,23.1372,4.6517,93.933,"GOMECC-1/SEAMAP-B221"
"41","RP1",8.6,32.9121,23.1377,4.6311,93.521,"GOMECC-1/SEAMAP-B221"
"42","RP1",8.8,32.9147,23.1444,4.6159,93.227,"GOMECC-1/SEAMAP-B221"
"43","RP1",9,32.9186,23.1462,4.6517,93.954,"GOMECC-1/SEAMAP-B221"
"44","RP1",9.2,32.9152,23.1503,4.6328,93.576,"GOMECC-1/SEAMAP-B221"
"45","RP1",9.4,32.9216,23.1514,4.6006,92.932,"GOMECC-1/SEAMAP-B221"
"46","RP1",9.6,32.9257,23.1627,4.6536,94.024,"GOMECC-1/SEAMAP-B221"
"47","RP1",9.8,32.9242,23.1586,4.6333,93.606,"GOMECC-1/SEAMAP-B221"
"48","RP1",10,32.9232,23.1618,4.6077,93.094,"GOMECC-1/SEAMAP-B221"
"49","RP1",10.2,32.9323,23.1671,4.5994,92.938,"GOMECC-1/SEAMAP-B221"
"50","RP1",10.4,32.9147,23.1298,4.6811,94.518,"GOMECC-1/SEAMAP-B221"
"51","RP1",10.6,32.9533,23.2057,4.618,93.39,"GOMECC-1/SEAMAP-B221"
"52","RP1",10.8,32.9489,23.1974,4.6234,93.483,"GOMECC-1/SEAMAP-B221"
"53","RP1",11,32.9502,23.2052,4.6188,93.402,"GOMECC-1/SEAMAP-B221"
"54","RP1",11.2,32.9811,23.2491,4.5937,92.984,"GOMECC-1/SEAMAP-B221"
"55","RP1",11.4,32.9767,23.2316,4.5872,92.821,"GOMECC-1/SEAMAP-B221"
"56","RP1",11.6,32.9704,23.2241,4.5958,92.981,"GOMECC-1/SEAMAP-B221"
"57","RP1",11.8,32.9616,23.1859,4.6121,93.243,"GOMECC-1/SEAMAP-B221"
"58","RP1",12,32.9623,23.2055,4.5847,92.721,"GOMECC-1/SEAMAP-B221"
"59","RP1",12.2,32.9657,23.2066,4.6102,93.239,"GOMECC-1/SEAMAP-B221"
"60","RP1",12.4,33.0028,23.2773,4.5824,92.813,"GOMECC-1/SEAMAP-B221"
"61","RP1",12.6,33.0058,23.2756,4.5578,92.313,"GOMECC-1/SEAMAP-B221"
"62","RP1",12.8,33.036,23.3113,4.5382,91.989,"GOMECC-1/SEAMAP-B221"
"63","RP1",13,33.0461,23.334,4.5123,91.506,"GOMECC-1/SEAMAP-B221"
"64","RP1",13.2,33.0841,23.3693,4.486,91.05,"GOMECC-1/SEAMAP-B221"
"65","RP1",13.4,33.0939,23.3743,4.4795,90.93,"GOMECC-1/SEAMAP-B221"
"66","RP1",13.6,33.0876,23.3648,4.4746,90.813,"GOMECC-1/SEAMAP-B221"
"67","RP1",13.8,33.1069,23.379,4.4773,90.901,"GOMECC-1/SEAMAP-B221"
"68","RP1",14,33.1824,23.4092,4.4439,90.308,"GOMECC-1/SEAMAP-B221"
"69","RP1",14.2,33.2457,23.4515,4.3909,89.329,"GOMECC-1/SEAMAP-B221"
"70","RP1",14.4,33.3223,23.5088,4.3436,88.495,"GOMECC-1/SEAMAP-B221"
"71","RP1",14.6,33.4883,23.5959,4.2752,87.319,"GOMECC-1/SEAMAP-B221"
"72","RP1",14.8,33.4995,23.6038,4.2708,87.245,"GOMECC-1/SEAMAP-B221"
"73","RP1",15,33.4428,23.5781,4.2859,87.485,"GOMECC-1/SEAMAP-B221"
"74","RP1",14.2,33.2633,23.5059,4.2576,86.87,"GOMECC-1/SEAMAP-B221"
"75","RP1",14,33.3146,23.5546,4.3366,88.42,"GOMECC-1/SEAMAP-B221"
"76","RP1",13.8,33.2318,23.5268,4.3406,88.416,"GOMECC-1/SEAMAP-B221"
"77","RP1",13.6,33.1913,23.4828,4.3836,89.202,"GOMECC-1/SEAMAP-B221"
"78","RP1",13.4,33.0896,23.4077,4.4641,90.669,"GOMECC-1/SEAMAP-B221"
"79","RP1",13.2,33.0829,23.3736,4.5265,91.878,"GOMECC-1/SEAMAP-B221"
"80","RP1",13,33.0605,23.3655,4.505,91.416,"GOMECC-1/SEAMAP-B221"
"81","RP1",12.8,33.0495,23.3528,4.5219,91.734,"GOMECC-1/SEAMAP-B221"
"82","RP1",12.6,33.0372,23.3438,4.554,92.362,"GOMECC-1/SEAMAP-B221"
"83","RP1",12.4,33.0219,23.3275,4.55,92.247,"GOMECC-1/SEAMAP-B221"
"84","RP1",12.2,33.0283,23.3425,4.5614,92.506,"GOMECC-1/SEAMAP-B221"
"85","RP1",12,33.0474,23.3482,4.5615,92.528,"GOMECC-1/SEAMAP-B221"
"86","RP1",11.8,33.0205,23.3375,4.5407,92.074,"GOMECC-1/SEAMAP-B221"
"87","RP1",11.6,33.0069,23.3042,4.5545,92.293,"GOMECC-1/SEAMAP-B221"
"88","RP1",11.4,33.0066,23.2968,4.5584,92.359,"GOMECC-1/SEAMAP-B221"
"89","RP1",11.2,33.0051,23.3014,4.5657,92.514,"GOMECC-1/SEAMAP-B221"
"90","RP1",11,32.9967,23.3004,4.5895,92.99,"GOMECC-1/SEAMAP-B221"
"91","RP1",10.8,32.9494,23.2121,4.5849,92.729,"GOMECC-1/SEAMAP-B221"
"92","RP1",10.6,32.8758,23.169,4.6114,93.154,"GOMECC-1/SEAMAP-B221"
"93","RP1",10.4,32.8698,23.0523,4.6989,94.724,"GOMECC-1/SEAMAP-B221"
"94","RP1",10.2,32.8969,23.0604,4.7044,94.864,"GOMECC-1/SEAMAP-B221"
"95","RP1",10,32.8934,23.0637,4.7103,94.986,"GOMECC-1/SEAMAP-B221"
"96","RP1",9.8,32.8714,23.0685,4.6984,94.742,"GOMECC-1/SEAMAP-B221"
"97","RP1",9.6,32.8606,23.0716,4.6961,94.695,"GOMECC-1/SEAMAP-B221"
"98","RP1",9.4,32.8873,23.0378,4.7151,95.035,"GOMECC-1/SEAMAP-B221"
"99","RP1",9.2,32.8839,23.0895,4.6958,94.731,"GOMECC-1/SEAMAP-B221"
"100","RP1",9,32.877,23.0641,4.7195,95.163,"GOMECC-1/SEAMAP-B221"
"101","RP1",8.8,32.8659,23.0456,4.7145,95.024,"GOMECC-1/SEAMAP-B221"
"102","RP1",8.4,32.697,22.9152,4.7132,94.968,"GOMECC-1/SEAMAP-B221"
"103","RP1",8.2,32.8682,23.0517,4.7415,95.58,"GOMECC-1/SEAMAP-B221"
"104","RP1",8,32.8713,23.0493,4.7371,95.49,"GOMECC-1/SEAMAP-B221"
"105","RP1",7.8,32.8557,23.0142,4.7497,95.676,"GOMECC-1/SEAMAP-B221"
"106","RP1",7.4,32.5514,22.8073,4.7135,94.96,"GOMECC-1/SEAMAP-B221"
"107","RP1",7.2,32.8607,23.0263,4.7471,95.647,"GOMECC-1/SEAMAP-B221"
"108","RP1",7,32.8591,23.0271,4.7619,95.947,"GOMECC-1/SEAMAP-B221"
"109","RP1",6.8,32.8598,23.0259,4.7781,96.271,"GOMECC-1/SEAMAP-B221"
"110","RP1",6.6,32.8628,23.0308,4.7845,96.409,"GOMECC-1/SEAMAP-B221"
"111","RP1",6.4,32.8611,23.0323,4.7804,96.329,"GOMECC-1/SEAMAP-B221"
"112","RP1",6.2,32.8643,23.0323,4.7781,96.284,"GOMECC-1/SEAMAP-B221"
"113","RP1",6,32.8568,23.0289,4.7866,96.445,"GOMECC-1/SEAMAP-B221"
"114","RP1",5.8,32.8625,23.0278,4.7912,96.538,"GOMECC-1/SEAMAP-B221"
"115","RP1",5.6,32.8611,23.0348,4.7851,96.428,"GOMECC-1/SEAMAP-B221"
"116","RP1",5.4,32.8581,23.0309,4.7807,96.33,"GOMECC-1/SEAMAP-B221"
"117","RP1",5.2,32.8585,23.0263,4.7782,96.272,"GOMECC-1/SEAMAP-B221"
"118","RP1",5,32.8569,23.0263,4.7791,96.29,"GOMECC-1/SEAMAP-B221"
"119","RP1",4.8,32.8587,23.0273,4.7792,96.294,"GOMECC-1/SEAMAP-B221"
"120","RP1",4.6,32.8579,23.0287,4.7795,96.302,"GOMECC-1/SEAMAP-B221"
"121","RP1",4.4,32.8586,23.0255,4.7762,96.231,"GOMECC-1/SEAMAP-B221"
"122","RP1",4.2,32.8607,23.0263,4.7801,96.311,"GOMECC-1/SEAMAP-B221"
"123","RP1",4,32.8591,23.0273,4.7925,96.562,"GOMECC-1/SEAMAP-B221"
"124","RP1",3.8,32.859,23.0305,4.7949,96.617,"GOMECC-1/SEAMAP-B221"
"125","RP1",3.6,32.8589,23.0318,4.7755,96.228,"GOMECC-1/SEAMAP-B221"
"126","RP1",3.4,32.8588,23.0317,4.7851,96.42,"GOMECC-1/SEAMAP-B221"
"127","RP1",3.2,32.8591,23.0332,4.797,96.663,"GOMECC-1/SEAMAP-B221"
"128","RP1",3,32.8605,23.0344,4.7937,96.6,"GOMECC-1/SEAMAP-B221"
"129","RP1",2.8,32.8599,23.0356,4.7632,95.986,"GOMECC-1/SEAMAP-B221"
"130","RP1",2.4,31.7471,22.2529,4.599,92.671,"GOMECC-1/SEAMAP-B221"
"131","RP1",1.4,32.1382,22.5027,4.7206,94.984,"GOMECC-1/SEAMAP-B221"
"132","RP1",1.2,32.8016,22.9686,4.7974,96.53,"GOMECC-1/SEAMAP-B221"
"133","RP1",1,32.8011,22.9709,4.7863,96.311,"GOMECC-1/SEAMAP-B221"
"134","RP1",1.2,33.1264,23.765,4.7298,96.684,"SEAMAP-B222"
"135","RP1",1.4,33.1506,23.7709,4.7608,97.343,"SEAMAP-B222"
"136","RP1",1.6,33.1661,23.7628,4.752,97.157,"SEAMAP-B222"
"137","RP1",1.8,33.1693,23.7497,4.7529,97.155,"SEAMAP-B222"
"138","RP1",2,33.1734,23.7451,4.8361,98.851,"SEAMAP-B222"
"139","RP1",2.2,33.1743,23.7461,4.8239,98.605,"SEAMAP-B222"
"140","RP1",2.4,33.1743,23.7454,4.8368,98.867,"SEAMAP-B222"
"141","RP1",2.6,33.1768,23.7475,4.8037,98.195,"SEAMAP-B222"
"142","RP1",2.8,33.1759,23.7487,4.8275,98.683,"SEAMAP-B222"
"143","RP1",3,33.1746,23.7492,4.7798,97.708,"SEAMAP-B222"
"144","RP1",3.2,33.1793,23.7469,4.7953,98.023,"SEAMAP-B222"
"145","RP1",3.4,33.1843,23.7482,4.8365,98.871,"SEAMAP-B222"
"146","RP1",3.6,33.1845,23.7526,4.8179,98.498,"SEAMAP-B222"
"147","RP1",3.8,33.1793,23.7473,4.8393,98.923,"SEAMAP-B222"
"148","RP1",4,33.1788,23.7445,4.8202,98.529,"SEAMAP-B222"
"149","RP1",4.2,33.1868,23.7493,4.8103,98.339,"SEAMAP-B222"
"150","RP1",4.4,33.1816,23.7468,4.8124,98.374,"SEAMAP-B222"
"151","RP1",4.6,33.1798,23.7429,4.8183,98.487,"SEAMAP-B222"
"152","RP1",4.8,33.1808,23.7445,4.8079,98.277,"SEAMAP-B222"
"153","RP1",5,33.1872,23.7505,4.813,98.395,"SEAMAP-B222"
"154","RP1",5.2,33.1846,23.7478,4.815,98.43,"SEAMAP-B222"
"155","RP1",5.4,33.1943,23.7587,4.8106,98.364,"SEAMAP-B222"
"156","RP1",5.6,33.1855,23.7493,4.8323,98.787,"SEAMAP-B222"
"157","RP1",5.8,33.1874,23.7482,4.8226,98.588,"SEAMAP-B222"
"158","RP1",6,33.1886,23.7497,4.8275,98.692,"SEAMAP-B222"
"159","RP1",6.2,33.1911,23.7547,4.8072,98.286,"SEAMAP-B222"
"160","RP1",6.4,33.1872,23.7483,4.8298,98.736,"SEAMAP-B222"
"161","RP1",6.6,33.194,23.7541,4.8106,98.356,"SEAMAP-B222"
"162","RP1",6.8,33.1911,23.7543,4.8325,98.802,"SEAMAP-B222"
"163","RP1",7,33.1984,23.7546,4.8147,98.443,"SEAMAP-B222"
"164","RP1",7.2,33.2077,23.7658,4.8179,98.533,"SEAMAP-B222"
"165","RP1",7.4,33.2034,23.7682,4.8159,98.494,"SEAMAP-B222"
"166","RP1",7.6,33.2139,23.7858,4.822,98.655,"SEAMAP-B222"
"167","RP1",7.8,33.214,23.7818,4.8208,98.624,"SEAMAP-B222"
"168","RP1",8,33.2263,23.7975,4.8007,98.247,"SEAMAP-B222"
"169","RP1",8.2,33.24,23.8061,4.8059,98.376,"SEAMAP-B222"
"170","RP1",8.4,33.2267,23.8044,4.7874,97.987,"SEAMAP-B222"
"171","RP1",8.6,33.2207,23.7814,4.8034,98.271,"SEAMAP-B222"
"172","RP1",8.8,33.2329,23.7937,4.7964,98.156,"SEAMAP-B222"
"173","RP1",9,33.2552,23.8294,4.8178,98.667,"SEAMAP-B222"
"174","RP1",9.2,33.2597,23.8365,4.7969,98.253,"SEAMAP-B222"
"175","RP1",9.4,33.2848,23.8559,4.7773,97.9,"SEAMAP-B222"
"176","RP1",9.6,33.2741,23.8508,4.801,98.371,"SEAMAP-B222"
"177","RP1",9.8,33.2618,23.8554,4.7945,98.238,"SEAMAP-B222"
"178","RP1",10,33.2858,23.8578,4.7736,97.829,"SEAMAP-B222"
"179","RP1",10.2,33.3661,23.915,4.7855,98.215,"SEAMAP-B222"
"180","RP1",10.4,33.4214,23.9527,4.7697,97.985,"SEAMAP-B222"
"181","RP1",10.6,33.5663,24.0798,4.7485,97.845,"SEAMAP-B222"
"182","RP1",10.8,33.6658,24.1524,4.7244,97.527,"SEAMAP-B222"
"183","RP1",11,33.7357,24.1701,4.7156,97.414,"SEAMAP-B222"
"184","RP1",11.2,33.8287,24.2171,4.7023,97.271,"SEAMAP-B222"
"185","RP1",11.4,33.8438,24.2444,4.7091,97.464,"SEAMAP-B222"
"186","RP1",11.6,33.8461,24.2426,4.6982,97.237,"SEAMAP-B222"
"187","RP1",11.8,33.9017,24.2757,4.688,97.113,"SEAMAP-B222"
"188","RP1",12,33.9726,24.3235,4.7039,97.563,"SEAMAP-B222"
"189","RP1",12.2,34.1017,24.4206,4.6933,97.579,"SEAMAP-B222"
"190","RP1",12.4,34.2247,24.515,4.6807,97.544,"SEAMAP-B222"
"191","RP1",12.6,34.1982,24.5507,4.6716,97.397,"SEAMAP-B222"
"192","RP1",12.8,34.1966,24.5419,4.6551,97.038,"SEAMAP-B222"
"193","RP1",13,34.2034,24.5445,4.6327,96.58,"SEAMAP-B222"
"194","RP1",13.2,34.3104,24.6609,4.6498,97.188,"SEAMAP-B222"
"195","RP1",13.4,34.3084,24.6767,4.6389,96.987,"SEAMAP-B222"
"196","RP1",13.6,34.3299,24.6812,4.6386,96.999,"SEAMAP-B222"
"197","RP1",13.8,34.3645,24.7306,4.6287,96.892,"SEAMAP-B222"
"198","RP1",14,34.3664,24.7444,4.6253,96.845,"SEAMAP-B222"
"199","RP1",14.2,34.3723,24.7423,4.619,96.714,"SEAMAP-B222"
"200","RP1",14.4,34.3876,24.7548,4.6074,96.5,"SEAMAP-B222"
"201","RP1",14.6,34.3963,24.7714,4.6039,96.459,"SEAMAP-B222"
"202","RP1",14.8,34.4737,24.8362,4.6112,96.76,"SEAMAP-B222"
"203","RP1",15,34.6285,24.9772,4.589,96.613,"SEAMAP-B222"
"204","RP1",15.2,34.6396,25.0005,4.557,95.984,"SEAMAP-B222"
"205","RP1",15.4,34.7143,25.0842,4.5614,96.253,"SEAMAP-B222"
"206","RP1",15.6,34.708,25.0698,4.5523,96.035,"SEAMAP-B222"
"207","RP1",15.8,34.7193,25.0499,4.5325,95.59,"SEAMAP-B222"
"208","RP1",16,34.7639,25.1211,4.5438,95.97,"SEAMAP-B222"
"209","RP1",16.2,34.7895,25.1768,4.5388,95.97,"SEAMAP-B222"
"210","RP1",16.4,34.787,25.1885,4.5284,95.766,"SEAMAP-B222"
"211","RP1",16.6,34.7818,25.1861,4.5278,95.748,"SEAMAP-B222"
"212","RP1",16.8,34.801,25.2101,4.5191,95.612,"SEAMAP-B222"
"213","RP1",17.2,34.9977,25.4445,4.495,95.483,"SEAMAP-B222"
"214","RP1",17.6,35.0481,25.543,4.4816,95.353,"SEAMAP-B222"
"215","RP1",17.8,35.0082,25.5079,4.4608,94.968,"SEAMAP-B222"
"216","RP1",18,35.0477,25.562,4.4452,94.743,"SEAMAP-B222"
"217","RP1",18.2,35.0875,25.6214,4.4461,94.879,"SEAMAP-B222"
"218","RP1",18.4,35.1468,25.6618,4.443,94.91,"SEAMAP-B222"
"219","RP1",18.6,35.2161,25.7431,4.4171,94.524,"SEAMAP-B222"
"220","RP1",18.8,35.2586,25.7708,4.3988,94.197,"SEAMAP-B222"
"221","RP1",19,35.3257,25.8137,4.3779,93.855,"SEAMAP-B222"
"222","RP1",19.2,35.5859,26.0304,4.3472,93.673,"SEAMAP-B222"
"223","RP1",19.4,35.735,26.154,4.3331,93.643,"SEAMAP-B222"
"224","RP1",19.6,35.7457,26.1896,4.3087,93.175,"SEAMAP-B222"
"225","RP1",19.8,35.7884,26.2386,4.2754,92.553,"SEAMAP-B222"
"226","RP1",20,35.809,26.2696,4.2757,92.619,"SEAMAP-B222"
"227","RP1",20.2,35.8177,26.2815,4.2627,92.36,"SEAMAP-B222"
"228","RP1",20.4,35.8213,26.2856,4.2728,92.588,"SEAMAP-B222"
"229","RP1",20.6,35.8256,26.29,4.2576,92.266,"SEAMAP-B222"
"230","RP1",20.8,35.8282,26.2926,4.2356,91.797,"SEAMAP-B222"
"231","RP1",21,35.8307,26.2941,4.2604,92.336,"SEAMAP-B222"
"232","RP1",21.2,35.8337,26.2973,4.2427,91.959,"SEAMAP-B222"
"233","RP1",21.4,35.8339,26.2975,4.254,92.205,"SEAMAP-B222"
"234","RP1",21.6,35.8352,26.2984,4.2442,91.995,"SEAMAP-B222"
"235","RP1",21.8,35.8384,26.3005,4.2405,91.92,"SEAMAP-B222"
"236","RP1",22,35.8386,26.3011,4.2531,92.194,"SEAMAP-B222"
"237","RP1",22.2,35.8402,26.3014,4.242,91.954,"SEAMAP-B222"
"238","RP1",22.4,35.8414,26.3023,4.2376,91.862,"SEAMAP-B222"
"239","RP1",22.6,35.8425,26.3029,4.241,91.936,"SEAMAP-B222"
"240","RP1",22.8,35.8439,26.3037,4.2273,91.64,"SEAMAP-B222"
"241","RP1",23,35.8454,26.3047,4.232,91.744,"SEAMAP-B222"
"242","RP1",23.2,35.8465,26.3052,4.2353,91.817,"SEAMAP-B222"
"243","RP1",23.4,35.848,26.3058,4.2366,91.849,"SEAMAP-B222"
"244","RP1",23.6,35.8489,26.306,4.2442,92.014,"SEAMAP-B222"
"245","RP1",23.8,35.8495,26.3062,4.2458,92.049,"SEAMAP-B222"
"246","RP1",24,35.8506,26.3067,4.2331,91.774,"SEAMAP-B222"
"247","RP1",24.2,35.8509,26.3068,4.2397,91.918,"SEAMAP-B222"
"248","RP1",24.4,35.8513,26.307,4.2397,91.919,"SEAMAP-B222"
"249","RP1",24.6,35.852,26.3072,4.2205,91.503,"SEAMAP-B222"
"250","RP1",24.8,35.8526,26.3075,4.2166,91.42,"SEAMAP-B222"
"251","RP1",25,35.8529,26.3076,4.1994,91.047,"SEAMAP-B222"
"252","RP1",25.2,35.8542,26.308,4.1968,90.991,"SEAMAP-B222"
"253","RP1",25.4,35.8544,26.308,4.2107,91.294,"SEAMAP-B222"
"254","RP1",25.6,35.8547,26.3082,4.2242,91.585,"SEAMAP-B222"
"255","RP1",25.8,35.8551,26.3083,4.2288,91.686,"SEAMAP-B222"
"256","RP1",26,35.8553,26.3084,4.2333,91.785,"SEAMAP-B222"
"257","RP1",26.2,35.8557,26.3086,4.2279,91.668,"SEAMAP-B222"
"258","RP1",26.4,35.8561,26.3088,4.2275,91.659,"SEAMAP-B222"
"259","RP1",26.6,35.8563,26.309,4.2093,91.265,"SEAMAP-B222"
"260","RP1",26.8,35.8566,26.3092,4.2237,91.578,"SEAMAP-B222"
"261","RP1",27,35.8568,26.3093,4.2155,91.4,"SEAMAP-B222"
"262","RP1",27.2,35.8573,26.3096,4.2132,91.351,"SEAMAP-B222"
"263","RP1",27.4,35.858,26.3105,4.2194,91.488,"SEAMAP-B222"
"264","RP1",27.6,35.8588,26.3116,4.1965,90.992,"SEAMAP-B222"
"265","RP1",27.8,35.8598,26.312,4.2215,91.536,"SEAMAP-B222"
"266","RP1",27.6,35.8589,26.3119,4.2287,91.692,"SEAMAP-B222"
"267","RP1",27.4,35.8579,26.3113,4.2296,91.709,"SEAMAP-B222"
"268","RP1",27.2,35.8582,26.3099,4.2424,91.986,"SEAMAP-B222"
"269","RP1",27,35.8579,26.3107,4.2392,91.917,"SEAMAP-B222"
"270","RP1",26.8,35.8575,26.3101,4.2438,92.016,"SEAMAP-B222"
"271","RP1",26.6,35.8573,26.3097,4.246,92.063,"SEAMAP-B222"
"272","RP1",26.4,35.8569,26.3095,4.2481,92.107,"SEAMAP-B222"
"273","RP1",26.2,35.8564,26.3093,4.252,92.192,"SEAMAP-B222"
"274","RP1",26,35.8559,26.3092,4.2633,92.436,"SEAMAP-B222"
"275","RP1",25.8,35.8557,26.3091,4.2377,91.88,"SEAMAP-B222"
"276","RP1",25.6,35.8557,26.3091,4.2452,92.042,"SEAMAP-B222"
"277","RP1",25.4,35.8553,26.3089,4.2645,92.461,"SEAMAP-B222"
"278","RP1",25.2,35.8553,26.3089,4.2683,92.543,"SEAMAP-B222"
"279","RP1",25,35.8554,26.3089,4.2565,92.289,"SEAMAP-B222"
"280","RP1",24.8,35.8548,26.3087,4.2613,92.39,"SEAMAP-B222"
"281","RP1",24.6,35.8545,26.3086,4.2674,92.524,"SEAMAP-B222"
"282","RP1",24.4,35.8537,26.3083,4.2608,92.379,"SEAMAP-B222"
"283","RP1",24.2,35.8524,26.3078,4.2631,92.427,"SEAMAP-B222"
"284","RP1",24,35.8522,26.3075,4.2595,92.35,"SEAMAP-B222"
"285","RP1",23.8,35.8519,26.3073,4.2648,92.463,"SEAMAP-B222"
"286","RP1",23.6,35.8518,26.3073,4.2682,92.537,"SEAMAP-B222"
"287","RP1",23.4,35.8506,26.3066,4.2644,92.453,"SEAMAP-B222"
"288","RP1",23.2,35.8498,26.3065,4.2603,92.365,"SEAMAP-B222"
"289","RP1",23,35.8491,26.3058,4.2751,92.683,"SEAMAP-B222"
"290","RP1",22.8,35.8481,26.3047,4.2784,92.753,"SEAMAP-B222"
"291","RP1",22.6,35.8487,26.3051,4.2617,92.391,"SEAMAP-B222"
"292","RP1",22.4,35.8478,26.3047,4.2801,92.789,"SEAMAP-B222"
"293","RP1",22.2,35.8462,26.303,4.2742,92.658,"SEAMAP-B222"
"294","RP1",22,35.8434,26.3011,4.278,92.735,"SEAMAP-B222"
"295","RP1",21.8,35.8458,26.3024,4.2797,92.776,"SEAMAP-B222"
"296","RP1",21.6,35.8427,26.302,4.2624,92.399,"SEAMAP-B222"
"297","RP1",21.4,35.8403,26.3001,4.2715,92.592,"SEAMAP-B222"
"298","RP1",21.2,35.8419,26.3,4.2649,92.45,"SEAMAP-B222"
"299","RP1",20.8,35.756,26.2351,4.264,92.403,"SEAMAP-B222"
"300","RP1",20.6,35.8003,26.26,4.2776,92.639,"SEAMAP-B222"
"301","RP1",20.4,35.8028,26.2587,4.2732,92.544,"SEAMAP-B222"
"302","RP1",20.2,35.7689,26.2426,4.2737,92.514,"SEAMAP-B222"
"303","RP1",20,35.6615,26.1428,4.2894,92.642,"SEAMAP-B222"
"304","RP1",19.8,35.715,26.1633,4.2689,92.258,"SEAMAP-B222"
"305","RP1",19.6,35.575,26.0702,4.3009,92.733,"SEAMAP-B222"
"306","RP1",19.4,35.5347,25.974,4.3449,93.509,"SEAMAP-B222"
"307","RP1",19.2,35.473,25.925,4.3451,93.404,"SEAMAP-B222"
"308","RP1",19,35.4114,25.8479,4.3573,93.51,"SEAMAP-B222"
"309","RP1",18.8,35.2422,25.6935,4.3889,93.855,"SEAMAP-B222"
"310","RP1",18.6,35.1042,25.4577,4.4324,94.334,"SEAMAP-B222"
"311","RP1",18.4,35.0386,25.3434,4.4427,94.336,"SEAMAP-B222"
